sentence,labels
RT @Donnie_Blow: &#8220;@_100d: Having a bitch ain't goofy. Having bitch dat ain't loyal is&#8221; &#128588;&#128175;,1
RT @DontForget_E: bitches be having reality twisted,1
RT @DookieWithMe: &#128514; RT @itsablackguy: I&#8217;m assuming she got a cup on RT @AssholeFrmNY: Her pussy got a bicep b. wtf? http://t.co/Cl4jhGmXpi,1
RT @DopeChubbyChick: You was so eager to be a hoe you didn't even read RT @JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http:/&#8230;,1
"RT @Doped_: same bitch talking abt you will be the only bitch in your face, but &#128056;&#9749;&#65039;.",1
RT @Doprettyshiz_: This bitch just blew my high &#128564; and I was high off all of these drugs &#128138;,1
"RT @Dory: my anaconda don't want none, unless you defeat the Huns, son http://t.co/uzTkGaWTfM",0
RT @DoseofOc: @Dirrttyydan Fasho you've been officially hired as my bitch,1
"RT @Douchekevin: Mustard is yellow.

*if my avi was big tits- this would be an epic tweet.",1
RT @DownSouthOutlaw: What in the mother fuck is flappy bird?,1
RT @Doyoudream__: Cant spell above and beyond without hoe,1
RT @DrBrewWatkins: Getting bitches http://t.co/dwyd4RRM7v,1
RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,0
"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO",0
RT @DragonflyJonez: Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous&#8230;,1
RT @DragonflyJonez: His jeans bluer denabitch. Dont let him lie to you. He's SICK RT @YolieTheJew how you know the pussy was't overrated ht&#8230;,1
RT @DragonflyJonez: I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha&#8230;,1
RT @DragonflyJonez: She from the D. She might have some hoes on the stroll. All jokes aside RT @TOO_LIVE_MILZ: Dej loaf dress like Jerome h&#8230;,1
"RT @DragonflyJonez: Tell Bubba in Alabama youre African and not black and he's gonna call you a nigger with an EXTRA hard ""ER"".",1
RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.,0
"RT @DreGambiino: Niggas be like ""I got some hoes on the flo"" .... &#128567; http://t.co/swFpGRBliv",1
"RT @DreadJackson: broke hoes 3 words, OUT MY FACE",1
RT @DreamChaser_100: New Orleans in that bitch .. Serious,1
"RT @DreamVillainous: You bitches you aint shit, I swear you think you poppin cause you instagram famous",1
"RT @Dreams_N_Money: 1. For male rap artist if you not talking about money, bitches and drugs niggas don't wanna hear your shit",1
RT @Drewmking: @Joely_Poly @Victoria_Finae he plays for the Yankees right?,0
RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,0
RT @DriveMy_Lexis: &#8220;@h_candace00: Idk but I think niggas that like getting head are gay &#128514;&#128514;&#128514;&#8221; bitch what http://t.co/sqt1TPnELM,1
RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,1
"RT @DrizzyTaughtBre: Drink some bleach bitch! ""@AubreyChester: If it was you, youda done the same thing. #TeamZimmerman""",1
RT @Drrake: But she a hoe tho right? &#128564; http://t.co/gLe9rsfkwJ,1
RT @Drrake: How to curve tf outta hoes... http://t.co/LIGzDoUnJ5,1
RT @DrugFree_DatzMe: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &#128526;,1
RT @DrugsForSteph: A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&#8230;,1
RT @DrugsForSteph: wifey material doesn't come often.. so you better recognize when you have yourself a rider before you end up with a hoe,1
RT @DrummerKid0328: @WB_Pooh_3x that fat bitch ruined everything &#128514;&#128514; fuck it though I was super burnt,1
RT @DrummerKid0328: But if I run into that niggah imma let you know &#128165;&#128299;&#128175;,1
RT @DrummerKid0328: Sike nah &#128514;&#128514;&#128514; that bitch be havin me buggin,1
RT @DrummerKid0328: Them shits was dry as a bitch! Had to ask for water and shit &#128514;&#128514;&#128514;,1
RT @DrummerKid0328: You prolly don't like me niggah I don't really give a fuck how you feel &#128175;,1
RT @DrunkOrton: No shave November... AKA the month I crush the most pussy. Let the free muzzy rides begin baby.,1
"RT @DrunkyStory: ""1st time eating pussy, I thought I was supposed to literally eat it so I ended up biting her clit really hard. We havent &#8230;",1
"RT @Drvglordkush: *Hits Blunt* 

If cats are afraid of water, why does pussy get wet?' http://t.co/XffUo73q3a",1
"RT @DubTheProducer: ""@VSamone: Dudes probably just think eating pussy is sucking on pussy lips &#128530;"" lmaoo",1
RT @Duckin_Fope: &lt;----- not buying bitches vehicles,1
"RT @DugoutLegends: Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.
#IronHorse #Yankees http://t.co/O6sofyOh&#8230;",0
"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",0
RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc,0
RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,0
RT @Dunky_hoeless55: You a hoe if you leaving a man's house right now with a costume on,1
RT @Durags4Eva: Bulls still not winning the title with this bland ass offense. Pau still a pussy. No darkskin niggas in the starting line u&#8230;,1
RT @DurtMcHurtt: I just want to fuck bitches and listen to Conway Twitty.,1
RT @DustinHooper225: These hoes ain't loyal,1
"RT @DvpeDreams: If her pussy got over 10 body counts, It's dead&#128128;. Pussies&#128049; only have 9 lives &#128514;",1
RT @DymondMarie1: Shoutout to your main bitch !,1
"RT @EARLmontana: Put that pussy on me, make me want nobody else!!",1
RT @EFCuttin: I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard &#8230;,1
"RT @EHSSecretAdmire: ""Can @CarterMarteeny murder my pussy?""",1
RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,0
RT @EMAdair225: Illegals bringing diseases across border. Contagious patients separated from others by yellow tape... pregnant teens http:/&#8230;,0
RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,1
RT @ESPNDaniel: A strong black women is simply a bitch that wanna argue over every single thing,1
"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT",0
"RT @ESPNSecondTake_: If this ugly to you, you either a gay nigga or a hating ass bitch http://t.co/H0wAPpsmgg",1
RT @EWErickson: To recap: Dem Governor candidate in SC calls the GOP candidate a whore. TX-Dem Gov. candidate mocks the GOP candidate&#8217;s di&#8230;,1
"RT @E_Tae627: ""@KB_Three: Lil skinny bitch throw ha like a frito 
#TecoRemix""bol",1
RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes,1
RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,0
RT @EastSideKris: I'm glad Bey did this shit....now some of u bitches wit that one shaved side can go ahead &amp; shave that other side too....,1
RT @EastSideKris: Lebron a bitch.....Drake performed with a torn ACL at the MTV Awards....,1
RT @EatThePeas: I hate myself for bein so nice to these hoes bro. ..,1
RT @Eaton_27: So apparently @Honn_2 likes takin pictures when he's eatin pussy&#128514;&#128514;,1
"RT @EbonyRogue: Tierra Marie: ""I'm the Princess of the ROC""
Rihanna: ""y'all get a good pic cause this bitch ain't gone be here long"" http:/&#8230;",1
"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",0
RT @EinsteinParody: Waterproof lab coat in case I drown in the pussy #swag,1
RT @EisenbackEmily: I hate when people leave their trash in my car.,1
"RT @ElJefeDeJefes4C: ""@Virgilio_LLA: Jammin these sad songs, smoking squares thinking bout bitches..."" lmfao",1
"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",0
"RT @ElderLWM: And Black women need to stop referring to themselves and other sisters as ""hoes"" &amp; ""Bitches""..... It really ain't a good look&#8230;",1
RT @EliRipRashad: I love them stripper bitches,1
RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,0
RT @Elisha40hands: bitch you got too many teeth in your mouth,1
"RT @ElleHueyXIV: ""Fuck me or I'll make you feel bad about it. But if you fuck other guys, I'll call you a hoe. And if you fuck me, I'll thi&#8230;",1
RT @Em_99car: Oops! I didn't mean to tweet this (yes I did). #random DVR-ING is a bitch. http://t.co/wJ0nyCEl8H,1
RT @EmilyFaye2: My signature white-bitch move is profusely apologizing for being late with a full Starbucks cup in hand.,1
RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,0
"RT @EmmGoldLA: A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you",1
RT @EmmGoldLA: Don't be mad at me for telling FACTS be embarrassed at urself for acting like a bitch,1
RT @EmotionalSwag15: Go die in a hole bitches &#9996;,1
RT @EnglandBailey: Happy birthday to the nicest faggot ever &#128129; http://t.co/vZygNI9qtQ,1
RT @EnxadasFelipe: No bitch I wanna roll a fucking blunt,1
RT @EricWithAHotDad: If you cant pass the asvab you might as well just go full retard,1
"RT @Eric_Mariners: @mray9729 @Buckm00se @letsargueboxing i dont have time for these childish games, just fight me bitch.",1
RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig,1
RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,0
RT @Erikaj00: &#8220;@Treslyon: &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy&#8221; lmaoooo,1
RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,0
RT @Erudite1914: I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.,1
RT @Erudite1914: Juice should have been dead his bitch ass! #SonsOfAnarchy,1
RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash,0
"RT @Erv_Montana: In the 2-6 bitch we prolly hit the same bitch, in the 2-6 bitch we gone bang the same shit, in the 2-6 bitch we prollu hit&#8230;",1
RT @ErybdyHatesRiss: But I've made some hoes second guess themselves lol,1
RT @EskimoKim_: @WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf,1
RT @Estellleeee: Lol bitches act hard when they stay getting they ass beat &#128514;&#128557;&#128514;,1
"RT @EvanBecker513: ""@LifeAsStoner: Just hit it pussy http://t.co/3tZ7DyATFu"" @whattheflocka",1
RT @EvanBecker513: @whattheflocka @zooyorkinit bitch. We could have went to als. But NOOOOOOOO. &#128545;&#128545;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#128053;,1
RT @EvanBecker513: @whattheflocka omg you're a nigger.,1
RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,0
RT @EvilJeanyis: TheWhite Coward is pussy,1
RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,0
"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim",1
RT @ExtremeGifs: when she says she not a hoe http://t.co/uG3p4D9bsK,1
RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,0
RT @FAAMMoverALL: This nigguh Chris Paul,1
RT @FAIthfull_pussy: I'm the coolest bitch &#128526;,1
RT @FINALLEVEL: Follow my DOG.. he has over 17K bitches RT @CuteSpartacus: I made a golden retriever my bitch today at the park. http:// ...,1
RT @FIawless_Beauty: RT if you pledge allegiance to the pussy,1
"RT @FLHippie: If a guy ever called me names such as bitch, slut blah blah. I'd never ever think twice about being with him. Like fuck you I&#8230;",1
"RT @FOOTBALL_4L1FE: &#8220;@TheRealYoungZel: Nah nigga you blowin dick ""@TheReal_Salmon: Smoking that exotic bitch blowin O's"" http://t.co/6tiQTx&#8230;",1
RT @FREDOSANTANA300: I fucked yo bitch don't get mad it's nothing new I fuck everybody's bitch #TheseThotsAreForEveryone,1
RT @FREDOSANTANA300: I smashed her an dat pussy was wet &#128591;,1
RT @FREDOSANTANA300: Might see a bitch an forget i hit it,1
RT @FREDOSANTANA300: Woke up tryna fuck yo bitch,1
RT @FREECEV: bitch get off twitter and text me back I love u,1
RT @FREECEV: we don't love these hoes http://t.co/vWt4i9POc2,1
RT @FSOhioGuy: Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep,1
"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",1
RT @FaZeSpaceLy: How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,0
"RT @Faaz71: #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;",0
RT @Faceyspace: *pours out 40 for the bitches that do hair and makeup every single day*,1
RT @Faceyspace: Dorks are fucking bitch-magnets. Sorry.,1
"RT @Faceyspace: My personality test results basically say ""bitch you is crazy"".",1
"RT @Fact: A female ""cock block"" is called a ""clam jam.""",1
"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",0
"RT @FactsAboutPigs: Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",1
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",0
RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,0
RT @FamousNileEarls: Stoner Chicks &gt; Drunk hoes http://t.co/JctTrNURM0,1
"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;",0
RT @FarFrmAverage_: Them hoes ain't solid &#8220;@Satisfied_x: I laugh so hard when females be all in my DMs but they have a Avi picture with the&#8230;,1
RT @FashionIsKEI: Don't no real bitch want no soft nigga..,1
RT @FashionIsKEI: These hoes ain't loyal.,1
RT @FatSlutty_xXx: My ex bitch keep tryna be my next bitch.. when she called me tha other day i told her GIVE IT A REST BITCH,1
"RT @FavaloroGfavs: @wenh08 bitch, ya betta! Haha I care for too love!",1
"RT @Faz____: I convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock&#8230;",1
RT @Fck_Witcho_Mans: Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year,1
RT @FeeelGreatness: You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at,1
RT @FeelinMarvelous: Niggas want a virgin porn star and bitches want a dangerous safe nigga.,1
RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,1
"RT @Feenohmenal: @NotoriousBeep fifty bucks says a dense cunt thinks I say totes on the ""reg"" and unfollows b/c I said cheerleader. Countdo&#8230;",1
"RT @Feenohmenal: I spent my whole fucking life apologizing for not being enough. You can't cut, nip, fuck, booze or drug the inadequacy out&#8230;",1
RT @FeinsandNYDN: Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,0
"RT @Felonious_munk: ""you don't want to get treated like a ho, stop dressing like one"" ""if you want to stop getting treated like a thug.....&#8230;",1
"RT @FemaleTexts: ""You're such a bitch"" 

Me: http://t.co/XfRnQ6UM1O",1
"RT @FeministaJones: Not today, bitch. Not today RT @RennyStevens: @FeministaJones soooo ur a black feminist. U do know how pointless that i&#8230;",1
"RT @FemsHaveBallz: LOL at my mentions 

Liberal1: you're a racist bitch

Liberal2: yeah kill all whites

(Liberal1 is white)

Liberal1: Not&#8230;",1
RT @FemsHaveBallz: Liberals threaten my life everyday on here. So don't mind me while I'm a total jackass to their butt hurt pussies right &#8230;,1
"RT @FemsHaveBallz: The looters in #Ferguson are so retarded, that they risk arrest to get free food when EBT already pays for their food LO&#8230;",1
RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,1
RT @FenkellPayroll: Ppl quick 2 bitch about what somebody ain't did for em when 9 times outta 10 they ain't did shit for that person,1
RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;,1
RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;,1
"RT @Fewjr: I don't trust nobody.&#128532;&#128076;

These bitches fake. &#128073;&#128131;

These niggas faker. &#128073;&#128694; 

So it's not ""fuck y'all"", I'd rather just not fuck wi&#8230;",1
"RT @FezTht70s: A penis lives a sad life: His hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ...",1
RT @FightCIubs: Resisting the urge to smack a bitch http://t.co/kwe5j13O9b,1
RT @FightsOnVine: Bruh this bitch is possessed by the thot demon https://t.co/6fa2iiXs6m,1
RT @FightsOnVine: She used her hair to throw her then kicked her in the head THEN called her a bitch &#128553;&#128514; https://t.co/JUywZNabP5,1
RT @FillWerrell: That son of a bitch moment when you're walking around the house with socks on and step on a random wet spot...,1
"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM",0
"RT @FirearmsDaily: Statistics don't lie, if you like gun control you're a queer guy. #FD",1
"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",1
RT @Fitcchh: White girls that talk ghetto&lt;&lt;&lt; you're not cute&#128514;,1
RT @FleeBiscuit: Girls with anchor tats are hoes,1
RT @FleeBiscuit: I look in the mirror and see a pussy ass bitch that sits down when he pees.,1
RT @FleeBiscuit: She's a sapiosexual. I had a Jimmy Neutron brain blast. Showed her I'm an intellectual and put the pussy on the chainwax.,1
RT @FlexFoee: @1BookieG if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,1
RT @FlirtyWords: Distance is a fucking bitch.,1
RT @FlowDaddy24: @_RinkO0 @d_brad80 @0biwankobe @zielonkoo @peterbyers24 @coleduff24 @datdude_zp big booty hoe,1
"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year bitches.",1
RT @FlyGuyErv: Robin Thicke doing too much to get Paula back. That pussy had to have been &#127344;1&#8419;.,1
RT @Fly_Air_Walker: I haven't had cable At my crib in a year I don't give a damn bout a tv show like hoes n hip hop,1
"RT @Fly_Boy_Smooth: Man y'all hoes gotta chill with this going natural bullshit, it's only a few who can actually pull it off but the rest &#8230;",1
"RT @FlyoutChase: When I saw men saying ""Arguing with women is gay""...what's when I knew y'all really try hard for bitches attention who don&#8230;",1
"RT @Foamposites: Random hoe: So I heard..

Me: http://t.co/YXpESFMG8f",1
RT @FolllowEsteban: I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash,0
RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,0
RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,0
RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,0
RT @FoodPornsx: Oreo ice cream. ~ http://t.co/thrkAobdVj,0
RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,0
RT @FoodTabloid: Oreo cake http://t.co/iJ0idCAQMl,0
RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,0
RT @FoolishSmoker: The nerve of these bitches in Champaign,1
RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG,1
"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",0
RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you hoes don't know how to count &#9995;&#128530;,1
RT @Foreverandix: &#8220;@Vikyfdez15: @Foreverandix today at 10am&#8221; bitch do your Hw!,1
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,0
"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3",1
"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon",1
RT @FreakNation69: Eatin the pussy right and she push you off &gt;&gt;&gt; http://t.co/kg17wWI0vX,1
"RT @FreakoSLAM93: ""@TattedHMS: @FreakoSLAM93 let's go pick up dat bitch she only 10 dollars lol"" Hml Brogod",1
RT @FreddieGibbs: It's cold as penguin pussy.,1
RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u,0
RT @FreeFaceRidess: Niggas be waiting for these light skin bitches to respond to a DM like ... http://t.co/LZLuNyh5Xo,1
RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b,1
"RT @FreeMolly_: &#8220;@___Tamm: Shawty fine, breath stank...&#8221; Do da heisman on dat hoe &#128514;",1
RT @FreeMolly_: @VoiceOfDStreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;,1
RT @FreeMolly_: @VoiceOfDStreetz why I was bouta grab dem hoes yeterday outta hook ups &#128553;,1
RT @FreeTopher: Fuck bitches...Get money,1
RT @FreeTopher: Some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes ?? &#128553;&#128553;&#128553;,1
RT @FreeTopher: That black pussy have nigga sayin anything #AHSFREAKSHOW,1
RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed,1
"RT @FriendZoneCEO: The go-to insult is always to call someone:

1. Fat
2. Ugly
Or
3. A hoe",1
"RT @FriendlyAssh0le: ""If you dont text me first, we dont text at all""

Thats why you're lonely and single, you stupid bitch.",1
"RT @FriendlyAssh0le: ""You curse too much""

bitch you breathe too much, shut the fuck up",1
"RT @FriendlyAssh0le: ""i miss my bf"" well, i miss limewire... sooo shut the fuck up, you whiny bitch",1
"RT @FriendlyAssh0le: First I charge my phone, then I text your bitch",1
RT @FriendlyAssh0le: Hoes will be hoes.,1
RT @FriendlyAssh0le: How bitches be when soccer players take their shirt off.. http://t.co/XaLMdxr2A3,1
"RT @FriendlyAssh0le: If I got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch.",1
"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up.",1
"RT @FriendlyAssh0le: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",1
"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor.",1
"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;",1
RT @FriendlyAssh0le: These 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. Im done with &#8230;,1
"RT @FriendlyAssh0le: Todays Horoscope: 

you're still a hoe

That is all. have a nice day",0
"RT @FriendlyAssh0le: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you""

bitch what???",1
RT @FriendlyAssh0le: bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.,1
RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore,1
"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches",1
RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK,1
RT @FriendlyAssh0le: when bitches talk about their bf 24/7 http://t.co/kDEBRyK5eR,1
RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU,1
RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH,1
RT @FuckBoyLog: I bet I hit that bitch.. like a game winner,1
RT @FuckHisTattoos: Niggas! Stop giving these hoes Attention! How About retweeting True beauty instead of retweeting these half naked MF.,1
RT @FuckTraVonn: .@TropicalKyle being a hoe is a talent. Das why girls put booking info in they bio when they get 5k followers,1
RT @FuckTraVonn: @TropicalKyle @wendella_ one time me and this blind bitch was watching a movie,1
RT @FuckTraVonn: @TropicalKyle I saw the xxx but I just thought she was a hoe,1
RT @FuckTraVonn: Niggas madd gay RT @CirocBwoy_: teachers giving niggas pussy and they snitching. incredible,1
