sentence,labels
"['royals', '21', 'fantastic', 'ready', 'tomorrows', 'sweep', 'disposed', 'os', 'yankees', '4ever', 'except', 'month']",0
"['royals', 'milwaukee', 'let', 'yost', 'gonow', 'wished', 'had', 'nt', 'cause', 'suckhow', 'nowhes', 'guy', 'win', 'lose', 'yankees', 'fire', 'girardi', '128073yost']",0
"['ruinacomedian', 'midnight', 'charlie', 'lapdance']",0
"['skating', 'trash']",0
"['stopwhitepeople', 'rt', 'abc7', '9', 'cases', 'west', 'nile', 'virus', 'infections', 'reported', 'orange', 'county', 'year', '105', 'dead', 'birds', 'found', 'carrying', 'virus']",0
"['tbt', 'love', 'forever', 'ling', 'ling', '128115128114128152', 'brittneycordova']",0
"['theboondocks', '1030', 'nicca']",0
"['truth', 'rt', 'notashley', 'david', 'charlie', 'brown', 'scandal']",0
"['wearerepublicnotregime', 'potus', 'bo', 'violated', 'usa', 'sovereignty', 'wopen', 'borderjihadiscriminaldiseasedhaitianssamericans', 'impeachobama']",0
"['whatimcraving', 'peanut', 'butter', 'oreos', 'lt3']",0
"['worldseriesgame3', 'hunter', 'pence', 'annoying', 'red', 'sox', 'player', 'shave', 'fool', 'take', 'vyvanse991865039991865039128074128074yankees', '2015']",0
['yankees'],0
"['yankees', 'firecashman', 'do', 'nt', 'want', 'arod', 'back']",0
"['yankees', 'jeter', 'let', 'play', 'entire', 'inning', 'that', 's', 'fitting']",0
"['yankees', 'sec', 'robertson', 'guy', 'fantastic', 'sec', 'pitcher']",0
"['yankees', '3', 'astros', '0', 'mccarthy', 'outduels', 'keuchel', 'series', 'finale']",0
"['yankees', '60', 'nine', 'straight', 'hits', 'price', 'night']",0
"['yankees', 'damn', 'directtv', 'blackout', 'yankee', 'game', 'freaking', 'walk', 'you', 're', 'killing', 'satellite', 'douche']",0
"['yankees', 'damn', 'well', 'joe', 'move', 'bullpen', 'really', 'helped']",0
"['yankees', 'ai', 'nt', 'complaining', 'royals', 'win', 'lose', 'game7', 'showed', 'heart', 'al', 'ride', 'die', 'flex', 'zone', 'earned']",0
"['yankees', 'went', 'golds', 'cruz', '2010', 'sound', 'upper', 'lower', 'body', 'strength', 'hmm', '40', 'hr', 'hitter', 'wo', 'nt', 'say', 'word']",0
"['yankees', 'royals', 'fire', 'sale', 'want', 'whole', 'team', 'leave', 'gardner', 'tanaka', 'rest', 'please', 'go', 'along', 'joe', 'cash']",0
"['yankees', 'nice', 'bounce', 'back', 'michael', 'kay', 'got', 'ta', 'keep', 'going']",0
"['yankees', 'pineda', 'needed', '67', 'great', 'play']",0
"['yankees', 'primo', 'got', 'home', 'tanks', 'mlb', 'finally', 'winning', 'even', 'better', 'tears', 'eyes', 'get', 'serious', 'sept', 'call', 'tears', 'eyes']",0
"['yankees', 'got', 'beaten', 'thug']",0
"['yankees', 'take', 'three', 'games', 'motown', 'i', 'm', 'callin', 'mlb']",0
"['yankees', 'wasted', 'nu241ezs', 'season', 'rays', 'mlb']",0
"['drunk', 'trash', 'trashed', 'wasted', 'draught', 'horse']",0
"['foxnews', 'cuts', 'away', 'democrat', 'talks', 'claim', 'fair', 'balanced', 'laughing', 'ass', 'network', 'full', 'teabaggers', 'liars']",0
"['gouache', 'inktober', 'oldpainting', 'mt', 'tiki', 'wahine', 'surf', 'monkey', 'bright', 'happysunday', 'peace', 'wishing8230']",0
"['hoosier', 'fans', 'cody', 'zeller', 'nominating', 'years', 'nba', 'draft', 'iubb']",0
"['inners', 'still', 'hanging', 'yankees', 'need', 'win', 'nfl', 'sunday']",0
"['iubb', '1', 'suiting', 'tonight', 'indiana', 'iu', 'ncaa', 'hoosierdaddy', 'hoosiernation', 'hoosiers']",0
"['metal', 'honkies']",0
"['mt', 'commission', 'gouache', 'tiki', 'wahine', 'monkey', 'tubed', 'surfing', 'wavesliding', 'waterwalker', 'notkook']",0
"['mt', 'goauche', 'monkey', 'oldpainting', 'vinyl', 'jazz', 'lounge']",0
"['mt', 'browngal', 'gouache', 'monkey', 'tiki']",0
"['np', 'shy', 'glizzy', 'awwsome', 'remix', 'feat', '2', 'chainz', 'amp', 'aap', 'rocky', 'via', 'spinrilla']",0
"['philhughes', 'yankees', 'nyy', 'better', 'ur', 'whole', 'team']",0
"['pornandroidiphoneipadsexxxx', 'desi', 'paki']",0
"['pornandroidiphoneipadsexxxx', 'desi', 'paki']",0
"['pornandroidiphoneipadsexxxx', 'teen', 'cutie', 'lesbian', 'teens', 'toy', 'slits']",0
"['portlandia', 'putabirdonit', 'rt', 'mightymouse105', 'xbox', 'one', 'would', 'much', 'cooler', 'put', 'bird']",0
"['redneck', 'tow', 'truck', 'johndeere', '4455', 'america']",0
"['rejectedpeanutsspecials', 'grape', 'crackhead', 'charlie', 'brown']",0
"['southcarolina', 'highschool', 'graduation', 'rate', 'near', '50', 'that', 's', 'many', 'uninformed', 'teabaggers', 'morningjoe']",0
"['stateoftheunion', 'would', 'last', '15mins', 'let', 'president', 'talk', 'standing', 'clapping', 'birds']",0
"['tbt', 'precious', 'gook', 'baby']",0
"['tbt', 'took', 'likkle', 'monkey', 'jimmys']",0
"['teabagger', 'state', 'like', 'mississippi', 'opposed', 'minimum', 'wage', 'child', 'labor', 'laws', 'unions', 'proscab', 'sweatshop', 'work', 'pretty', 'much', 'slavery']",0
"['tikiti', 'rough', 'mock', 'base', 'eventually', 'ashtray', 'tiki', 'ti']",0
"['uppers', 'loving', 'show', 'morning', 'chris', 'directing', 'conversation', 'beautifully', 'make', 'teabaggers', 'talk']",0
"['127813127813127813', 'rt', 'gottliebshow', 'killer', 'line', 'sbnationnba', 'josh', 'smith', 'dropped', 'killer', 'trash', 'talk', 'line', 'kenneth']",0
"['127867127867127867127804128153127913', 'plus', 'sheryl', 'crow']",0
"['128027128176128184', '8220goalsminded', 'true', 'early', 'bird', 'gets', 'worm', 'first8221']",0
"['128075', 'hiho']",0
"['get', 'rid', 'john', 'legend', 'looking', 'charlie', 'batch']",0
"['128514128514', 'mike', 'calls', 'tbird', 'mikemastroccco']",0
"['128520127383', 'snap', 'chatted', 'one', 'night', 'lol', 'you', 're', 'cute', 'snapchat', 'back', 'nig']",0
"['128525128525128525', '8220whatskillfeed', 'guess', 'ill', 'trash', 'drawing', 'roster', 'changes128532']",0
"['128530', 'nerves', 'worked', 'cos', 'monkey', '128529128545']",0
"['128553', 'monkey', 'mad']",0
"['128557128557128557128530', 'rt', 'kinghov1313', 'work', 'imma', 'real', 'uncle', 'tom128584']",0
"['193lbum', 'de', 'fotos', 'csitaly', 'ts3fairy', 'tail', 'satan', 'soul', 'mirajane', 'strauss', 'made', 'sims', '3', 'happy']",0
"['8216chillin8217', 'homie', 'what8217s', 'left', 'him8217', 'british', 'rapper', 'turned', 'isis', 'jihadi', 'poses', 'severed', 'head', 'tcot']",0
"['8220atruecowboy', 'truth', 'distance', 'love', 'birds']",0
"['8220abrown30', 'frogger', 'best', 'game', 'ever8221', 'cuz', 'suck', 'flappy', 'bird']",0
"['8220abstractlife', 'nigeldixon1', 'seantharrington', 'orton', 'trash', 'idc8221', 'ai', 'nt', 'playing', 'trashlex', 'smith', 'sat', 'kaep', 'took', 'spot']",0
"['8220adderallhadme', 'adderall', 'killing', 'two', 'birds', 'one', 'stone']",0
"['8220amburger6', 'fuck', 'flappy', 'bird8221', 'kidding']",0
"['8220antiglib', 'rt', 'nateyfu123', 'yankees', 'michael', 'pineda', 'next', 'start', '954nole']",0
"['8220ashlynwynns', 'i', 'm', 'mud', 'shark', 'black', 'friends', 'makes', 'perfect', 'sense', '128514128557128514128557', 'idiotic8221']",0
"['8220ashton5sos', 'itsy', 'bitsy', 'teeny', 'weeny', 'yellow', 'pockadot', 'bikini8221', 'polk', 'ashton', 'polk']",0
"['8220austinmahone', 'got', 'new', 'fish', 'albino', 'named', 'shaquita', 'yee8221', 'bahaha']",0
"['8220basebaiivines', 'michael', 'pineda', 'hides', 'pine', 'taron', 'neck', 'fact', 'yankees', 'cheat', '128077128077128077', 'go', 'red', 'sox', 'boston']",0
"['8220beautyofasinner', 'really', 'deleted', 'flappy', 'bird', 'app', 'store', 'cus', 'someone', 'killed', '1285148221', 'foreal', 'foreal', '128561128557']",0
"['8220bestofads', 'rape', 'cannibalism', 'wo', 'nt', 'recognize', 'original', 'versions', 'fairy', 'tales', 'man', 'fuck']",0
"['8220bobbybudnic', 'oxtails', 'yellow', 'rice', 'blasphemy8221', 'boneless']",0
"['8220burgerking', 'what8217s', 'going', 'pick', 'selectionsunday', '2for5', 'watchlikeaking', 'dis', 'make', 'colored', 'folk', 'happy']",0
"['8220cmre24', 'wasn8217', 't', 'great', 'either', 'rt', 'ahki117', 'equalizer', 'trash', 'denzel', 'officially', 'washed', 'bruh8221neither', 'flight']",0
"['8220cryaboutitnigga', 'get', 'paid', 'chill8221', 'share', 'wealth', 'lil', 'nicca']",0
"['8220captainyankee2', 'two', 'best', 'yankees', 'derek', 'jeter', 'joe', 'torre', 'joetorreday', 'jordanluree']",0
"['8220commonblackgiri', 'here8217s', 'kids', 'never', 'found', 'name', 'anything', 'souvenir', 'store8221', 'thanks', 'mom', 'ghetto', 'name']",0
"['8220commonmankfan', 'that', 's', 'mock', 'drafts', 'joke', 'friends8221anyone']",0
"['8220diycookery', 'oreo', 'cookies128523', '128525128539128553']",0
"['8220dshmee', 'tom', 'brady', 'slowly', 'becoming', 'washed1280648221', 'nah', 'weapons', 'trash']",0
"['8220deuce1990', 'lakers', 'kobe8221', 'trash']",0
"['8220elgrillo1', 'islamic', 'state', 'suspects', 'indonesia', 'chinese', 'uighurs', 'uighur', 'jihadis', 'they', 're', 'prc', 'tool']",0
"['8220giannenichole', 'lakers', 'really', 'trash8221128686']",0
"['8220greatgawd', 'name', 'something', 'trash8221', 'cavs']",0
"['8220heykeifer', 'golden', 'oreos', '128016', 'regular', 'oreos', '1286868221', 'yes']",0
"['8220heykeifer', 'oreos', 'basically', 'dirt', 'circles', 'cream8221', 'true']",0
"['8220humbleteej', 'elisabethepps', 'rating', 'scale8221', 'depends', 'still', 'wearing', 'colored', 'contacts', 'naw']",0
"['8220iifetip', 'kit', 'kat', 'brownies', 'making']",0
"['8220imtoblame', 'bruh', 'rt', 'priscocbs', 'trent', 'took', 'yellow', 'path']",0
"['8220jaygorgeous', 'need', 'beanies8221just', 'ordered', 'two', 'true', 'religion', 'ones', 'laughing', 'loud']",0
"['8220johnelhadleyjr', 'uncle', 'charlie', 'got', 'thru', 'lip', 'singing8221haha']",0
"['8220juanndacut', 'twitter', 'rappers', 'dm', 'trash', 'links']",0
"['8220jukejuke9', 'lance', 'stevenson', 'gone', 'leave', 'indiana8221', 'trash', 'anyway']",0
"['8220juniormaye8', 'lot', 'though', 'attitudes', 'pure', 'trash8221', 'teamwhitegirls', 'swirltheworld']",0
"['8220karynhalpin', 'foreskins', 'go', 'circumcise', 'guy8221', 'foreskin', 'fairy', 'takes', 'put', 'pillow']",0
"['8220kik2clean', 'brah', 'wiz', 'cheated', '128514128557', 'hair', 'like', 'dyke', 'uh', 'duh']",0
"['8220kingsm', 'howard', 'elbow', 'bosh', 'bosh', 'fight', 'back8221', 'do', 'nt', 'got', 'mcbob', 'bird', 'ud']",0
"['8220lastwordevan', 'inning', 'half', 'away', 'alex', 'rodriguez', 'eligible', 'play', 'thought', 'yankees', 'mlb8221', 'omg', 'feel', 'ulcer']",0
"['8220mannybdlopez', 'open', 'starburst', 'candy', 'get', '2', 'yellows', 'laughing', 'ass', 'bruh']",0
"['8220mommemusthaves', 'mmmh', 'daily', 'stories', 'via', 'kristincruz8221', 'exmoshow', 'yellow', 'amp', 'romyraves', 'luv', 'bling']",0
"['8220ogbeard', 'y', 'all', 'bios', 'trash8221', 'mine', 'pretty', 'good']",0
"['8220plmpcess', 'fashion', 'world', 'urban', 'means', 'stolen', 'black', 'people', 'ghetto', 'us', 'urban', 'haha', '128588']",0
"['8220prayforjack', 'survived', 'swine', 'flu', 'bird', 'flu', 'west', 'nile', 'bloomberg', 'administration', 'ill', 'fine8221the', 'abortion', 'survival', 'ca', 'nt', '4get']",0
"['8220pubesonfleek', 'tweets', 'trash8221']",0
"['8220queendev', 'leave', 'trash', '1285528221128557128557128557', 'sick']",0
"['8220raleighbeougher', 'dumb', 'beaner8221']",0
"['8220rudenation21', 'girls', 'take', 'snap', 'backs', 'beanies', 'lol128169', 'that', 's', '35', 'dollars', 'hat', '40', 'ax', 'beanies', '1285308221i', 'do', 'nt', 'let', 'take']",0
"['8220sarabiaerik', 'accidentally', 'ate', 'pot', 'brownie', 'guess', 'goes', 'pledge', 'drug', 'free', 'life', 'lolz', '8221', 'laughing', 'ass', 'college']",0
"['8220sexualmedic', 'feel', 'i', 'm', 'throwing', 'trash', 'away', 'everyday', 'school']",0
"['8220shessoblessed', 'oreos', 'milk', '1285238221']",0
"['8220twolvegirl', 'find', 'wanting', 'google', 'yellow', 'king', 'truedetective8221', 'kidding', 'going']",0
"['8220thefunnyvine', 'red', 'neck', 'ice', 'bucket', 'challenge', '128514', 'must', 'sip', 'redneck']",0
"['8220thesportsdiva23', 'adam', 'jones', 'homers', 'yankees', 'lead', '538221guy', 'monsta']",0
"['8220tom2times', 'making', 'weed', 'brownies', 'tonight8221', 'goin', 'slide', 'batch', 'relo']",0
"['8220tryhardsilva', 'quote', 'weezy', 'verse', 'i', 'm', 'diamond', 'rough', 'like', 'baby', 'trash']",0
"['8220utragers', 'colt', 'mccoy', 'wins825265039', 'hookem1280028221', 'he', 's', 'still', 'trash']",0
"['8220worstraplyrlcs', 'trash']",0
"['8220willyc14', '8220urbie6', 'singlebecause', 'ill', 'find', 'cute', 'hoosier', 'date', 'next', 'year', '1285278221', 'tgold328221', 'connorbradley']",0
"['8220yankees', 'yankees', 'red', 'sox', 'scoreless', 'play', '2nd', 'inning8221', 'bambino', 'watching']",0
