sentence,labels
rt espnsecondtak if ugli either gay nigga hate ass bitch httptcoh0wappsmgg,1
rt ewerickson to recap dem governor candid sc call gop candid whore txdem gov candid mock gop candidate8217 di8230,1
rt etae627 kbthree lil skinni bitch throw ha like frito tecoremixbol,1
rt earlylegend i dont fuck hoe amp i dont fuck nigga that fuckin hoe,1
rt earthpix up bird fish li river httptcoxnralt1phm,0
rt eastsidekri im glad bey shitnow bitch wit one shave side go ahead amp shave side,1
rt eastsidekri lebron bitchdrak perform torn acl mtv award,1
rt eatthepea i hate bein nice hoe bro,1
rt eaton27 so appar honn2 like takin pictur he eatin pussy128514128514,1
rt ebonyrogu tierra mari im princess roc rihanna yall get good pic caus bitch aint gone long http8230,1
rt echeloninsight rick scott beat win number 30 counti charli crist 13 flgov,0
rt einsteinparodi waterproof lab coat case i drown pussi swag,1
rt eisenbackemili i hate peopl leav trash car,1
rt eljefedejefes4c virgiliolla jammin sad song smoke squar think bout bitch lmfao,1
rt elgrillo1 in me crow would eat bear mt webradiu obvious me mt solemnwatch bear save drown crow an8230,0
rt elderlwm and black women need stop refer sister hoe amp bitch it realli aint good look8230,1
rt eliriprashad i love stripper bitch,1
rt elisaamartinez happi birthday cotton picker laugh loud 1nonlydirtymik,0
rt elisha40hand bitch got mani teeth mouth,1
rt ellehueyxiv fuck ill make feel bad but fuck guy ill call hoe and fuck ill thi8230,1
rt em99car oop i didnt mean tweet ye i random dvring bitch httptcowj0nycel8h,1
rt emilyfaye2 my signatur whitebitch move profus apolog late full starbuck cup hand,1
rt emilywcvb right now newscent 5 project charli baker govelect razor thin margin httptco1qc9q6p1cl wcvb,0
rt emmgoldla a lot ppl look like fuck bitch think ms goldschmi,1
rt emmgoldla dont mad tell fact embarrass urself act like bitch,1
rt emotionalswag15 go die hole bitch 9996,1
rt englandbailey happi birthday nicest faggot ever 128129 httptcovzygni9qtq,1
rt enxadasfelip no bitch i wanna roll fuck blunt,1
rt ericwithahotdad if cant pass asvab might well go full retard,1
rt ericmarin mray9729 buckm00s letsarguebox dont tear eye childish game fight bitch,1
rt erikcochran tonydecola 128514128514 nig,1
rt erikawcvb marthacoakley call charli baker conced around 815 morn she plan address support 11am wcvb,0
rt erikaj00 8220treslyon 8220erikaj00 i saw girl scratch privat today what mean8221 dont fuck right pussy8221 lmaoooo,1
rt erineph new bu stop guy across street yell david lee roth kick swoop crow i learn karat,0
rt erudite1914 ima start fuck buddi save live program laugh loud match dri bitter ass folk wit good dick pussi,1
rt erudite1914 juic dead bitch ass sonsofanarchi,1
rt ervgulfwings14 i think zlatan even class way talk trash,0
rt ervmontana in 26 bitch prolli hit bitch 26 bitch gone bang shit 26 bitch prollu hit8230,1
rt erybdyhatesriss but ive made hoe second guess laugh loud,1
rt eskimokim wecameasjani i realli hate skyler like she loan money even like bitch fuck,1
rt estellleee laugh loud bitch act hard stay get ass beat 128514128557128514,1
rt evanbecker513 lifeasston just hit pussi httptco3tz7dyatfu whattheflocka,1
rt evanbecker513 whattheflocka zooyorkinit bitch we could went al but noooooooo 128545128545127849127849127849127849127849127849127849127849127849127849127849127849127849127849127849127849128053,1
rt evanbecker513 whattheflocka omg your nigger,1
rt everybodyhatesx he trash rt yerrp08 too earli call austin river draft bust,0
rt eviljeanyi thewhit coward pussi,1
rt evilmiketomlin came train camp today find charli batch asleep curb,0
rt exquizitebeauti 128584128584128584 rt idoclyf gave move lil nigger push smh httptcoeybwlvukim,1
rt extremegif say hoe httptcoug3p4d9bsk,1
rt f1abraham crew women hillbilli amp gangster wthe director itsawrap axemanthemovi jostontheney rachelereilli 999265039127916127909 httptco8230,0
rt faammoveral thi nigguh chri paul,1
rt faithfullpussi im coolest bitch 128526,1
rt finallevel follow dog 17k bitch rt cutespartacu i made golden retriev bitch today park http,1
rt fiawlessbeauti rt pledg allegi pussi,1
rt flhippi if guy ever call name bitch slut blah blah id never ever think twice like fuck i8230,1
rt football4l1f 8220therealyoungzel nah nigga blowin dick therealsalmon smoke exot bitch blowin os httptco6tiqtx8230,1
rt fredosantana300 i fuck yo bitch dont get mad noth new i fuck everybodi bitch thesethotsareforeveryon,1
rt fredosantana300 i smash dat pussi wet 128591,1
rt fredosantana300 might see bitch forget hit,1
rt fredosantana300 woke tryna fuck yo bitch,1
rt freecev bitch get twitter text back i love,1
rt freecev dont love hoe httptcovwt4i9poc2,1
rt fsohioguy had wash bird shit broomdisgust creatur redstwitterfam sweep,1
rt fazededo to reject constantli call hous threaten rape mom karma bitch rot hell faggot,1
rt fazespac how bad want someth meaningless if bad your will work thing want isnt 10x intens ho8230,0
rt faaz71 taakstraf herkenbaar hesj je eigen buurt pleit er al jaren voor weet hoe bevreesd ik er ooit voor dak er te wer8230,0
rt faceyspac pour 40 bitch hair makeup everi singl day,1
rt faceyspac dork fuck bitchmagnet sorri,1
rt faceyspac my person test result basic say bitch crazi,1
rt fact a femal cock block call clam jam,1
rt fact fake friend differ shadow stick around brightest moment disappear darkest ho8230,0
rt factsaboutpig pig drink 14 gallon water everi day still arent thirsti hoe,1
rt factsionari pink albino dolphin extrem rare exist wild httptcogwylpgc9lp,0
rt fallontonight jimmi billyjoel twoman doowop perform went live youtub httpstcongzhimyvsf fallontonight htt8230,0
rt famousnileearl stoner chick gt drunk hoe httptcojcttrnurm0,1
rt fant4stic63 can kid say much parent pay everyth rt andreamichel if pay everi bill i cant complain abo8230,0
rt farfrmaverag them hoe aint solid 8220satisfiedx i laugh hard femal dm avi pictur the8230,1
rt fashioniskei dont real bitch want soft nigga,1
rt fashioniskei these hoe aint loyal,1
rt fatsluttyxxx my ex bitch keep tryna next bitch call tha day told give it a rest bitch,1
rt favalorogfav wenh08 bitch ya betta haha i care love,1
rt faz i convinc hitler faggit bitch kid leather uniform want alon closest men lock8230,1
rt fckwitchoman fuck michigan mani wanna thug if ask yall pussi im bitch next year,1
rt feeelgreat you dont know boyfriend saturday night laugh loud he fuck bitch that he,1
rt feelinmarvel nigga want virgin porn star bitch want danger safe nigga,1
rt feelinyurthroat dont watch beta watch bitch nigga,1
rt feenohmen notoriousbeep fifti buck say dens cunt think i say tote reg unfollow bc i said cheerlead countdo8230,1
rt feenohmen i spent whole fuck life apolog enough you cant cut nip fuck booz drug inadequaci out8230,1
rt feinsandnydn yanke acquir chase headley padr yangervi solart rafael depaula,0
rt feloniousmunk dont want get treat like ho stop dress like one want stop get treat like thug8230,1
rt femaletext your bitch me httptcoxfrnq6um1o,1
rt feministajon not today bitch not today rt rennysteven feministajon soooo ur black feminist know pointless i8230,1
rt femshaveballz laugh loud mention liberal1 your racist bitch liberal2 yeah kill white liberal1 white liberal1 not8230,1
rt femshaveballz liber threaten life everyday so dont mind im total jackass butt hurt pussi right 8230,1
rt femshaveballz the looter ferguson retard risk arrest get free food ebt alreadi pay food lo8230,1
rt femshaveballz you longer run busi n america unless deem accept 1 polit group retard known democr8230,1
rt fenkellpayrol ppl quick 2 bitch somebodi aint em 9 time outta 10 aint shit person,1
rt fewjr 82201markusa pau hoe how gon play trade deadline8221 i dislik guy yea help bring two chip soft a8230,1
rt fewjr 1markusa makeitsndgood curv regular nigga daili especi us austin nigga damn yellow ppl 128127,1
rt fewjr i dont trust nobody128532128076 these bitch fake 128073128131 these nigga faker 128073128694 so fuck yall id rather fuck wi8230,1
rt feztht70 a peni live sad life hi hair mess famili nut neighbor asshol best friend pussi own,1
rt fightciub resist urg smack bitch httptcokwe5j13o9b,1
rt fightsonvin bruh bitch possess thot demon httpstco6fa2iixs6m,1
rt fightsonvin she use hair throw kick head then call bitch 128553128514 httpstcojuywznabp5,1
rt fillwerrel that son bitch moment your walk around hous sock step random wet spot,1
rt filmfatalenyc wow basic told daughter i want mocha color grandbabi htgawm,0
rt firearmsdaili statist dont lie like gun control your queer guy fd,1
rt fit4lifemik whitecholo23 chanelisabeth true need sleep make gainz bruh so hoe stay mirin p alright later8230,1
rt fitcchh white girl talk ghettoltltlt your cute128514,1
rt fleebiscuit girl anchor tat hoe,1
rt fleebiscuit i look mirror see pussi ass bitch sit pee,1
rt fleebiscuit she sapiosexu i jimmi neutron brain blast show im intellectu put pussi chainwax,1
rt flexfoe 1bookieg fuck yo bitch happi like damn boosi fuck bitch laugh ass,1
rt flirtyword distanc fuck bitch,1
rt flowdaddy24 rinko0 dbrad80 0biwankob zielonkoo peterbyers24 coleduff24 datdudezp big booti hoe,1
rt flyeaglesn yeah eagl definit arent finish 4th divis not year bitch,1
rt flyguyerv robin thick much get paula back that pussi 12734418419,1
rt flyairwalk i havent cabl at crib year i dont give damn bout tv show like hoe n hip hop,1
rt flyboysmooth man yall hoe gotta chill go natur bullshit actual pull rest 8230,1
rt flyoutchas when i saw men say argu women gaywhat i knew yall realli tri hard bitch attent don8230,1
rt foamposit random hoe so i heard me httptcoyxpesfmg8f,1
rt folllowesteban i think clip thunder wouldv gave heat good wellth east trash,0
rt foodpornphoto oreo cheesecak bite httptcoyboqrrtjyt,0
rt foodpornsx deep fri oreo 128588128069128166 httptcody7qt1jtlg,0
rt foodpornsx oreo drumstick httptcoacn8j59r6b,0
rt foodpornsx oreo ice cream httptcothrkaobdvj,0
rt foodpornsx ultim chocol chip cooki n oreo fudg browni bar httptco7yvxijmmcp,0
rt foodtabloid oreo cake httptcoij0idcaqml,0
rt foodbibi oreo ice cream cake httptcosw0a1hqhyy,0
rt foolishsmok the nerv bitch champaign,1
rt forthemen these hoe aint loyal httptco6jtlueuqkg,1
rt forb 52 world mammal bird reptil amphibian amp fish vanish 1970 amp 2010 httptcomimizth0oz httptco8230,0
rt foreigngawdess a relationship 2 128107 know hoe dont know count 9995128530,1
rt foreverandix 8220vikyfdez15 foreverandix today 10am8221 bitch hw,1
rt foxnew foxnew project wyom senat mike enzi defeat democrat challeng charli hardi election2014,0
rt franquitouno instagram place find thirsti hoe connect tear eye httptco2fj7wrdtq3,1
rt fratfess everi frat gay brother pull hella fine bitch parti sigma alpha epsilon,1
rt freaknation69 eatin pussi right push gtgtgt httptcokg17wwi0vx,1
rt freakoslam93 tattedhm freakoslam93 let go pick dat bitch 10 dollar lol hml brogod,1
rt freddiegibb it cold penguin pussi,1
rt freddyamazin how anyon hate charli sheen httptconiejiryg7u,0
rt freefaceridess nigga wait light skin bitch respond dm like httptcolzlunyh5xo,1
rt freeladdin thi happen nigga ga ugli bitch httptcodfkymadk3b,1
rt freemolli 8220tamm shawti fine breath stank8221 do da heisman dat hoe 128514,1
rt freemolli voiceofdstreetz bad bro dem hoe heat tho 128293128293128293,1
rt freemolli voiceofdstreetz i bouta grab dem hoe yeterday outta hook up 128553,1
rt freetoph fuck bitchesget money,1
rt freetoph some femal make hoe look easi like damn girl dont shit bother yo soul sometim 128553128553128553,1
rt freetoph that black pussi nigga sayin anyth ahsfreakshow,1
rt freshcigarett can cunt go 20 second without talk weed,1
rt friendzoneceo the goto insult alway call someon 1 fat 2 ugli or 3 a hoe,1
rt friendlyassh0l if dont text first dont text that your lone singl stupid bitch,1
rt friendlyassh0l you curs much bitch breath much shut fuck,1
rt friendlyassh0l miss bf well miss limewir sooo shut fuck whini bitch,1
rt friendlyassh0l first i charg phone i text bitch,1
rt friendlyassh0l hoe hoe,1
rt friendlyassh0l how bitch soccer player take shirt httptcoxalmdxr2a3,1
rt friendlyassh0l if i got someth say ill dont concern tweet bitch,1
rt friendlyassh0l if i 400 girl 0 i would 400 amp singl bc i dnt fuck broke bitch get money,1
rt friendlyassh0l if ive ever offend im sorri your sensit lil bitch,1
rt friendlyassh0l if ive offend im sorri your lil bitch sens humor,1
rt friendlyassh0l it annoy hell girl tweet bae day we dont give fuck bitch bae somewher cheat ri8230,1
rt friendlyassh0l these 13 yr old bitch realli got minimum wage nigga alex think start cloth line im done 8230,1
rt friendlyassh0l today horoscop your still hoe that nice day,0
rt friendlyassh0l bitch argu 30 min like know aint gonna argu bitch,1
rt friendlyassh0l bitch tit ass dont even get hug your one boy get handshak,1
rt friendlyassh0l dont give fuck ex bitch isnt problem anymor,1
rt friendlyassh0l im rude peopl sensit littl bitch,1
rt friendlyassh0l rt rememb steve blue clue left us bitch ass nigga joe httptcoaluy9eo3xk,1
rt friendlyassh0l bitch talk bf 247 httptcokdebryk5,1
rt fuccseth huntermoor bitch keg stand parti httptcomukk3bottu,1
rt fuckboirik ok serious fuck peopl slam break light turn yellow floor that shit bitch,1
rt fuckboylog i bet i hit bitch like game winner,1
rt fuckhistattoo nigga stop give hoe attent how about retweet true beauti instead retweet half nake mf,1
rt fucktravonn tropicalkyl hoe talent da girl put book info bio get 5k follow,1
rt fucktravonn tropicalkyl wendella one tear eye blind bitch watch movi,1
rt fucktravonn tropicalkyl i saw xxx i thought hoe,1
rt fucktravonn nigga madd gay rt cirocbwoy teacher give nigga pussi snitch incred,1
rt fuckyouisaac mauri 70 year old still expos hoe,1
rt fuckinggarza i wanna sleep im outsid nigger laugh loud tri hang,1
rt fuktylar heard talkin trash like i wouldnt find httptco8lpcnhm9xb,0
rt fumingturnip patvpet o didnt know sure he littl bitch valeri jarrett hand betcha that guy know eve8230,1
rt funsizedyogi theblackvoic well els white ppl get us forget horrif past paint pretti pictur ho8230,1
rt funkydineva chile im take greyhound everywher yo hoe bout fli build fli bermuda 8230,1
rt funkydineva i watch part 2 reunion im hoe i dont even care,1
rt funkydineva if bare walk heel dress bitch tri hard,1
rt funkydineva teenag got disrespect son bitch ever i commend parent it easi job,1
rt funnyjokebook i hope i made pot browni right httptcoidddhppjiu,0
rt funnyjokebook if tweet never offend anyon tweet like littl bitch,1
rt funnyjuliu pleas win year yanke,0
rt funnyogtweet when redneck fool around aux cord httptcotyzuro7qr5,0
rt funnyortip ugli peopl taken 128143 nerd taken 128143 hoe taken 128143 everybodi taken 128143 128694,1
rt funnypicsdepot he realli put side bitch contract 128514128514 httptcokoktvopvp1,1
rt funnypicsdepot laugh ass i hate hoe alreadi 128514 httptco0vram5pfjl,1
rt funnypicsdepot lmfao bitch got phone httpstcoalunwj9sck,1
rt funnypicsdepot nigga develop superpow come get pussi httptcoadbxqltdjj,1
rt funnypicsdepot these 5th grade hoe aint loyal httptcohhpruzxr0j,1
rt funnypicsdepot when start realiz anyon els hoe httptco0j96w8ofmq,1
rt funnypicsdepot when get twerk thickest bitch room httptcoa6r9u18ef,1
rt funnypicsdepot white trash warfar pt 3 httpstcozboiyjnfl9 128514128514128514,1
rt funnypicsdepot bitch like im virgin httptcomfdwxmg8ic,1
rt funnypicsdepot bitch middl school like httptco8hdtphph51,1
rt funnypicsdepot get unlimit pussi high school httptco54vf2r3s3a,1
rt funnypicsdepot pussi ass nigga httptcolxonrmtqtk,1
rt funnypicsdepot rt rememb steve blue clue left us bitch ass nigga joe httptcoamjyek77qa,1
rt funnypicsdepot bitch mall shape like mr incred httptcol8cuvnznwm,1
rt funnypicsdepot i play soccer cheat girl wear khaki colour cargo haircut httptcorjvovoo53l,0
rt funnyquote halloween use holiday kid it nation dress like inner hoe day,1
rt funnyquote i hope bird shit face bitch,1
rt funnysay 8220you8217r bitch8221 that8217 new inform thank,1
rt fvnxi irrelev peopl talk much shit like fuck bitch,1
rt fvnxi when anyon els turn hoe httptcoh37nsqcmar,1
rt g0ldeng0ddess turn real marriott bitch weekend mansion tonight adult swim tomorrow 128131,1
rt gbithc thi bitch think cute guy hunni ur fake asf like ur weav dont even like stfu,1
rt gdkelijah ladi pussi sound like pleas hit dm i need scienc project 128064 httpstcoxr0hgold5m,1
rt glodeh her shitti booti ass talm prep ralli how bitch what yall prepar 128514128514128514,1
rt gmbace 100d dat nigga lame bro unfollow me like a bitch,1
rt gmbace boss nigga fuk wit boss bitch vice versa,1
rt gmbace im get money nigga so da hoe love,1
rt gmbace if wife a bitch den she repres uso dnt wife da wrong bitch,1
rt gmbace if den 5 nigga say dey fuke yo bitch shuldnt be cuffin her 825265039128554,1
rt gmbace lame bitch alway wanna tri 2 play real nigga like lame bitch da get treat n cut loose9995,1
rt gmbflash7414 oso told dread get longer gone pop fuck nigga bitch laugh ass,1
rt godlovesuglyy you tell im beauti like tell everi bitch come sir dobett,1
rt goldbonequeen stevi j turn hoe 128111into housewife128129128141128142 nikko turn housewife128582 hoe1281111281111281319757 i swear shit happen,1
rt gopblackchick the racist msnbc crew anchor not right wing folk mharrisperri mock mix gop kid httptco8230,0
rt gunsandcrayon what wrong bitch breh httptcowcgjoudeu,1
rt gvldenbeauti hoe woozi,1
rt gabrielmontoya rt 8220brandonrios1 gabrielmontoya fuck bitch hope i dont see bitch cuz i would love tell fac8230,1
rt gabrielaangela4 jacklynannn theonemissluu bitch lover word qualiti qualiti bitch,1
rt gabrielaangela4 jacklynannn im even ghetto,0
rt gabrielaangela4 bitch like fuck poni poni like fuck bitch,1
rt gabrielaangela4 that hoe wanta 66,1
rt gangsterfeel ye im judg way dress bitch,1
rt garin a day without laughter day wast charli chaplin,0
rt garnettujl hoe hoe,1
rt garveyb new sign mong kok protest site say fight democraci oppos communist futur httptcow2pon8230,0
rt garylopez19 im gonna make math test bitch tomorrow,1
rt gatordwqam everytim i see nelson agholor make play i want puke kid shouldv gator thank charli cheeseburg,0
rt gavinmcinn ask govt cure healthcar like ask retard cure down,1
rt gawker conan obrien mock new call duti game get kill repeatedli httptcogfcsarhtjt,0
rt gawker congressman offic admit hell yeah benihana bitch tweet mistak httptcoltzwujc0v,1
rt gayathomedad somewher redneck jerk hand hell lose firework accid tomorrow,1
rt gbosmg yall gotta stop pump ugli hoe head 128567,1
rt geezzzu dont woman want man act like bitch,1
rt georganaaa i ask di bitch get water 10 min ago dafuq,1
rt georgecarlinsez my uncl taught abt sex he said the bird fuck bee then told bang girl hard freckl c8230,1
rt georgekelleyjr if ur 20 still need ur parent permiss stuff ur littl bitch growup,1
rt germansquidd these water challeng retard fuck,1
rt getemkeeigotem hoe i got sever 10 better 128076,1
rt getrkod have seat drunk bitch rko httpstco6xpnyr1jbn,1
rt getitmarmar if i hit wit shotti bitch i bet ya bodi flip 128299128165128165128165,1
rt gettemmjay so wear thong get yo pussi check,1
rt gezzy504 nigga dont mind share hoe,1
rt ghettoviin dumb bitch httpstcojdsvcgqfqn,1
rt ghettoviin thi bitch came club broken neck bitch seriou httpstcoa9ynuopyvi,1
rt giannenichol trassshhh rt willieobeamen them 13 come weekend trash,0
rt giant mariano rivera street outsid yanke stadium name giant also similar honor httptco8230,0
rt girltalk26 real men ask nude correct pussi ass bitch ask nude real men work women amp actual h8230,1
rt girlfriendnot reason mermaid period pant perfect hair get lure men death also free clam8230,0
rt girlslovedrug talkin bout next bitch aint bout shit,1
rt gisellehoran13 1dnippl slay bitch,1
rt glennsoucy1 the crow warn stay away island will the soul collector httptcovtc661dc65 ian1 httptco18230,0
rt gmelgenuin when ya broke onli real bitch stick around,1
rt goatidea oreo frappuccino httptcoo3qj8m1nff,0
rt goatraplin chief keef chang rap game said bitch im cooler cooler,1
rt goatraplin when lil wayn said even deaf bitch say hi tell blind bitch say i gotta see headphon ju8230,1
rt goatraplin when wale saidnvm nigga trash,1
rt goldenbella if bitch could okay fuck man know girl she hoe that,1
rt goldiebrim smack bitch filter,1
rt goldkamp247 yep steve spurrier sorta compar alabama yanke theyv ny got biggest payrol dont win ever8230,0
rt golfwangslut25 tyga make think fuck bunch bad bitch jcole make motiv drake make wanna think abou8230,1
rt goodkidleo catch bitch snitch finger itchin switch,1
rt gook lil stupid ass bitch i dont fuck you128564,1
rt goonstxt also suck dick doesnt mean act like faggot,1
rt goonstxt onli retard dad roll law good,0
rt gorgeouscamri 128514128514 hoe everybodi cloth got nerv take pictur man shit crazi,1
rt gorgeouscamri 82201inkkofrosess gorgeouscamri stop explain yo self sorri ass bitch dont nobodi care 1285228221eww sound spici,1
rt gorgeouscamri i peep lot shit i laugh caus hoe actor,1
rt gorgeouscamri two differ thing hoe know lot hoe think yal know,1
rt gorgeousleeiyah nigga loos bitch bitch snitch 128586128175,1
rt gossipcop charli sheen slam rihanna for reject hi fiance you8217r a rude 8220idiot8221 with bad wig httptconchn9crlcj,0
rt gottaluvlexci 128557128557128557128557128557 rt myhipsdntli tight pant loud color you look like fag 128557,1
rt gottaluvlexci you know hoe wishi washi,1
rt gottaphilm 128128128128 rt 8220versacesilk when boy discov hoe httpstcofbfr8trtoy8221,1
rt grandadjfreeman im tire fat hoe call thick bitch yo fat ass cant even bend touch toe withou,1
rt gregooglymoogli my mind clear bird crash side head,0
rt greatnegrodamu lmfaoooooooooo trash ass falcant rt pacdagoat lmfaooooooooooo ya stink blakedabasedson,1
rt greatscottnyc all bitch crazi,1
rt greatbryt riff raff trash,0
rt greaterthn when see anyon els retweet mention hoe httptco864ii0yiov,1
rt greenlanternjet i alreadi 24 jeter arriv i plenti yanke memori next year go odd inde,0
rt greshammajor tell us fuckin barbarian rt typogawd doe pussi juic realli help ya beard grow,1
rt griffthegreat drake said best said nigga act like bitch day,1
rt grownassmidget i8217m bitch you8217r bitch your mom8217 bitch bitch dad8217 bitch fuck bitch now who8217 t8230,1
rt grvndbxrri hate bitch brag bout bf put then singl 128514,1
rt guapoaficionado kill em i say rt 8220pacdagoat the world better place bitch like die lone http8230,1
rt guccimanequote1 gucci conceit bitch i might caus chain bright stevi wonder might see,1
rt guiltyzo 128514benzino bitch wasnt readi 128557128557127821,1
rt guinnessra chelseaelisa tell chose a trash environ tri save like hypocrit douc8230,0
rt gunplayrob187 tire deal hoe dick 128588128175128564128514128514,1
